ask.fmt,postMarketChangePercent.fmt,averageDailyVolume10Day.raw,marketCap.fmt,financialCurrency,fiftyTwoWeekChangePercent.fmt,fiftyTwoWeekRange.raw,fiftyTwoWeekLow.fmt,regularMarketChangePercent.fmt,Name,market,bidSize.fmt,exchangeDataDelayedBy,sharesOutstanding.longFmt,region,sharesOutstanding.raw,marketCap.raw,fiftyTwoWeekChangePercent.raw,quoteType,hasPrePostMarketData,fiftyTwoWeekLow.raw,fiftyTwoWeekHighChangePercent.raw,message,trailingAnnualDividendYield.raw,twoHundredDayAverageChange.fmt,sourceInterval,fiftyTwoWeekHighChange.fmt,priceHint,earningsTimestampStart.raw,regularMarketDayHigh.fmt,fiftyDayAverageChange.fmt,dividendRate.fmt,epsForward.raw,fiftyTwoWeekLowChangePercent.raw,twoHundredDayAverageChange.raw,askSize.fmt,regularMarketOpen.raw,dividendYield.fmt,forwardPE.raw,fullExchangeName,averageDailyVolume3Month.raw,bookValue.fmt,nameChangeDate,fiftyTwoWeekHighChange.raw,marketState,bookValue.raw,postMarketPrice.fmt,postMarketPrice.raw,earningsTimestampEnd.raw,epsTrailingTwelveMonths.raw,ask.raw,trailingAnnualDividendRate.fmt,fiftyTwoWeekRange.fmt,dividendYield.raw,fiftyDayAverage.fmt,epsCurrentYear.fmt,postMarketChangePercent.raw,dividendDate.longFmt,regularMarketChangePercent.raw,exchangeTimezoneName,header,exchange,bidSize.longFmt,regularMarketDayLow.raw,trailingPE.raw,regularMarketChange.fmt,regularMarketDayLow.fmt,trailingPE.fmt,regularMarketPreviousClose.raw,earningsTimestampEnd.longFmt,meta.amount,tradeable,triggerable,epsForward.fmt,bid.raw,typeDisp,meta.eventType,averageDailyVolume10Day.fmt,regularMarketDayHigh.raw,earningsTimestamp.longFmt,Name,fiftyTwoWeekLowChange.raw,earningsCallTimestampStart.fmt,epsTrailingTwelveMonths.fmt,averageDailyVolume3Month.fmt,messageBoardId,fiftyTwoWeekLowChange.fmt,customPriceAlertConfidence,earningsTimestampEnd.fmt,prevName,regularMarketDayRange.raw,regularMarketPrice.fmt,earningsCallTimestampStart.raw,priceEpsCurrentYear.raw,language,exchangeTimezoneShortName,ipoExpectedDate,forwardPE.fmt,trailingAnnualDividendYield.fmt,meta.dateEpochMs,postMarketTime.fmt,fiftyDayAverageChangePercent.raw,dividendRate.raw,fiftyTwoWeekHighChangePercent.fmt,earningsTimestampStart.longFmt,bid.fmt,postMarketTime.raw,currency,Ticker,regularMarketTime.fmt,earningsTimestampStart.fmt,gmtOffSetMilliseconds,fiftyDayAverage.raw,postMarketChange.fmt,askSize.longFmt,bidSize.raw,regularMarketChange.raw,twoHundredDayAverageChangePercent.fmt,epsCurrentYear.raw,regularMarketPreviousClose.fmt,averageDailyVolume3Month.longFmt,regularMarketOpen.fmt,earningsCallTimestampEnd.raw,earningsTimestamp.raw,askSize.raw,fiftyTwoWeekHigh.fmt,meta.splitRatio,fiftyDayAverageChange.raw,regularMarketVolume.raw,averageDailyVolume10Day.longFmt,twoHundredDayAverageChangePercent.raw,sharesOutstanding.fmt,postMarketChange.raw,fiftyTwoWeekHigh.raw,fiftyTwoWeekLowChangePercent.fmt,twoHundredDayAverage.fmt,averageAnalystRating,earningsCallTimestampEnd.longFmt,firstTradeDateMilliseconds,earningsTimestamp.fmt,earningsCallTimestampEnd.fmt,priceToBook.raw,regularMarketPrice.raw,priceEpsCurrentYear.fmt,cryptoTradeable,regularMarketVolume.fmt,dividendDate.raw,quoteSourceName,earningsCallTimestampStart.longFmt,regularMarketVolume.longFmt,trailingAnnualDividendRate.raw,priceToBook.fmt,twoHundredDayAverage.raw,marketCap.longFmt,regularMarketDayRange.fmt,isEarningsDateEstimate,fiftyDayAverageChangePercent.fmt,regularMarketTime.raw,dividendDate.fmt,displayName
489.93,-0.01%,6078470,1.057T,USD,-5.95%,455.19 - 542.07,455.19,-0.38%,Berkshire Hathaway Inc. New,us_market,160,0,"1,389,605,139",US,1389605139.0,1057158791168.0,-5.9501705,EQUITY,True,455.19,-0.09600238,,0.0,-1.70,15,-52.04,2,1777752000.0,494.45,-3.89,,21.6826,0.07653946,-1.6976624,40,493.32,,22.60015,NYSE,4901213,"498,663.00",,-52.04001,CLOSED,498663.0,490.00,490.0,1777752000.0,31.02,489.93,0.00,455.19 - 542.07,,493.92,20.42,-0.006121825,,-0.378137,America/New_York,,NYQ,160,489.79,15.797227,-1.86,489.79,15.80,491.89,2026-05-02T16:00,,False,False,21.68,490.0,Equity,,6.078M,494.45,2026-02-28T16:00,Berkshire Hathaway Inc.,34.839996,,31.02,4.901M,finmb_255251,34.84,LOW,2026-05-02,,489.79 - 494.45,490.03,,23.99807,en-US,EDT,,22.60,0.00%,,7:59PM EDT,-0.0078834,,-9.60%,2026-05-02T16:00,490.00,1773446380.0,USD,BRK-B,4:01PM EDT,2026-05-02,-14400000,493.9238,-0.03,40,160,-1.86002,-0.35%,20.41956,491.89,"4,901,213",493.32,,1772312400.0,40.0,542.07,,-3.8937988,2237759,"6,078,470",-0.0034524442,1.39B,-0.02999878,542.07,7.65%,491.73,2.0 - Buy,,831648600000,2026-02-28,,0.0009826877,490.03,24.00,False,2.238M,,Nasdaq Real Time Price,,"2,237,759",0.0,0.00,491.72766,"1,057,158,791,168",489.79 - 494.45,True,-0.79%,1773432119,,
"735,205.00",-0.00%,200,1.057T,USD,-6.16%,685150.0 - 812855.0,"685,150.00",-0.24%,Berkshire Hathaway Inc.,us_market,2,0,"511,820",US,511820.0,1056862371840.0,-6.157279,EQUITY,True,685150.0,-0.09597776,,0.0,"-2,956.44",15,"-78,016.00",2,1777752000.0,"740,886.88","-6,092.44",,32241.877,0.072522804,-2956.4375,1,740000.0,,22.791447,NYSE,688,"498,663.00",,-78016.0,CLOSED,498663.0,"734,838.94",734838.94,1777752000.0,46588.79,735205.0,0.00,"685,150.00 - 812,855.00",,"740,931.44","29,889.21",-0.0018371035,,-0.242466,America/New_York,,NYQ,2,734852.44,15.772872,"-1,786.06","734,852.44",15.77,736625.0,2026-05-02T16:00,,False,False,"32,241.88",734545.3,Equity,,200,740886.9,2026-02-28T16:00,Berkshire Hathaway Inc.,49689.0,,"46,588.79",688,finmb_255251,"49,689.00",LOW,2026-05-02,,734852.44 - 740886.9,"734,839.00",,24.585432,en-US,EDT,,22.79,0.00%,,4:07PM EDT,-0.008222674,,-9.60%,2026-05-02T16:00,"734,545.31",1773432430.0,USD,BRK-A,4:03PM EDT,2026-05-02,-14400000,740931.44,-13.50,1,2,-1786.06,-0.40%,29889.205,"736,625.00",688,"740,000.00",,1772312400.0,1.0,"812,855.00",,-6092.4375,126,200,-0.0040071234,"511,820",-13.5,812855.0,7.25%,"737,795.44",2.8 - Hold,,322151400000,2026-02-28,,1.4736185,734839.0,24.59,False,126,,Nasdaq Real Time Price,,126,0.0,1.47,737795.44,"1,056,862,371,840","734,852.44 - 740,886.88",True,-0.82%,1773432189,,Berkshire Hathaway
126.60,-0.19%,20746700,1.009T,USD,43.30%,79.81 - 134.69,79.81,0.95%,Walmart Inc.,us_market,8,0,"7,970,166,964",US,7970166964.0,1008725131264.0,43.299793,EQUITY,True,79.81,-0.060657848,"WMT announced a cash dividend of $0.248 with an ex-date of Mar. 20, 2026",0.007500199,19.21,15,-8.17,2,1779366600.0,126.68,4.24,0.99,3.28763,0.58526504,19.206299,8,125.46,0.78%,38.483646,NasdaqGS,30825333,12.50,,-8.170006,CLOSED,12.497,126.28,126.2782,1779366600.0,2.73,126.6,0.94,79.81 - 134.69,0.78,122.28,2.93,-0.19111477,2027-01-03T19:00,0.949489,America/New_York,Dividend,NMS,8,124.97,46.344322,1.19,124.97,46.34,125.33,2026-05-21T08:30,0.248,False,True,3.29,126.43,Equity,DIVIDEND,20.747M,126.685,2026-05-21T08:30,Walmart Inc.,46.71,2026-02-19,2.73,30.825M,finmb_313055,46.71,HIGH,2026-05-21,,124.97 - 126.685,126.52,1771506000.0,43.250706,en-US,EDT,2025-12-09,38.48,0.75%,1773979200000.0,7:59PM EDT,0.034642354,0.99,-6.07%,2026-05-21T08:30,126.43,1773446395.0,USD,WMT,4:00PM EDT,2026-05-21,-14400000,122.2838,-0.24,8,8,1.18999,17.90%,2.92527,125.33,"30,825,333",125.46,1771506000.0,1779366600.0,8.0,134.69,,4.2361984,15179562,"20,746,700",0.1789734,7.97B,-0.2417984,134.69,58.53%,107.31,1.4 - Strong Buy,2026-02-19T13:00,83597400000,2026-05-21,2026-02-19,10.12403,126.52,43.25,False,15.18M,1799020800.0,Nasdaq Real Time Price,2026-02-19T13:00,"15,179,562",0.94,10.12,107.3137,"1,008,725,131,264",124.97 - 126.68,False,3.46%,1773432000,2027-01-03,Walmart
283.49,-0.07%,11624410,764.447B,USD,20.93%,202.16 - 337.25,202.16,0.19%,JP Morgan Chase & Co.,us_market,440,0,"2,697,032,375",US,2697032375.0,764446900224.0,20.929337,EQUITY,True,202.16,-0.15955521,,0.020502668,-17.20,15,-53.81,2,1776169800.0,287.19,-24.74,6.00,23.49232,0.40205777,-17.197937,"1,120",284.665,2.12%,12.06522,NYSE,10884705,126.99,,-53.809998,CLOSED,126.988,283.25,283.25,1776169800.0,20.01,283.49,5.80,202.16 - 337.25,2.12,308.18,21.91,-0.067034446,2026-01-30T19:00,0.194418,America/New_York,,NYQ,440,282.95,14.164918,0.55,282.95,14.16,282.89,2026-04-14T08:30,,False,False,23.49,282.92,Equity,,11.624M,287.19,2026-04-14T08:30,JPMorgan Chase & Co.,81.28,2026-04-14,20.01,10.885M,finmb_658776,81.28,LOW,2026-04-14,,282.95 - 287.19,283.44,1776169800.0,12.938259,en-US,EDT,,12.07,2.05%,,7:59PM EDT,-0.080292664,6.0,-15.96%,2026-04-14T08:30,282.92,1773446390.0,USD,JPM,4:00PM EDT,2026-04-14,-14400000,308.185,-0.19,"1,120",440,0.549988,-5.72%,21.90712,282.89,"10,884,705",284.67,1776169800.0,1776169800.0,1120.0,337.25,,-24.744995,9082914,"11,624,410",-0.057204813,2.697B,-0.19000244,337.25,40.21%,300.64,2.1 - Buy,2026-04-14T12:30,322151400000,2026-04-14,2026-04-14,2.232022,283.44,12.94,False,9.083M,1769817600.0,Nasdaq Real Time Price,2026-04-14T12:30,"9,082,914",5.8,2.23,300.63794,"764,446,900,224",282.95 - 287.19,False,-8.03%,1773432002,2026-01-30,JPMorgan Chase &
983.73,-0.05%,2688230,881.665B,USD,18.49%,623.78 - 1133.95,623.78,0.80%,Eli Lilly and Company,us_market,240,0,"892,992,420",US,892992420.0,881665114112.0,18.489016,EQUITY,True,623.78,-0.1312844,,0.0061396775,98.74,15,-148.87,2,1777552200.0,"1,003.22",-55.69,6.23,41.95353,0.5792106,98.73828,80,980.13,0.63%,23.480267,NYSE,3124293,29.66,,-148.86993,CLOSED,29.655,984.55,984.55,1777552200.0,22.95,983.73,6.00,"623.78 - 1,133.95",0.63,"1,040.77",34.66,-0.05380571,2026-03-09T20:00,0.80123,America/New_York,,NYQ,240,978.0,42.922874,7.83,978.00,42.92,977.25,2026-04-30T08:30,,False,False,41.95,984.85,Equity,,2.688M,1003.22,2026-04-30T08:30,Eli Lilly and Company,361.3,2026-04-30,22.95,3.124M,finmb_285467,361.30,LOW,2026-04-30,,978.0 - 1003.22,985.08,1777557600.0,28.421726,en-US,EDT,,23.48,0.61%,,7:59PM EDT,-0.053505354,6.23,-13.13%,2026-04-30T08:30,984.85,1773446372.0,USD,LLY,4:00PM EDT,2026-04-30,-14400000,1040.7666,-0.53,80,240,7.83002,11.14%,34.6594,977.25,"3,124,293",980.13,1777557600.0,1777552200.0,80.0,"1,133.95",,-55.686584,1549056,"2,688,230",0.111399785,892.992M,-0.5300293,1133.95,57.92%,886.34,1.7 - Buy,2026-04-30T14:00,76253400000,2026-04-30,2026-04-30,33.218006,985.08,28.42,False,1.549M,1773100800.0,Delayed Quote,2026-04-30T14:00,"1,549,056",6.0,33.22,886.34174,"881,665,114,112","978.00 - 1,003.22",False,-5.35%,1773432002,2026-03-09,
156.15,0.24%,23433930,650.515B,USD,34.96%,97.8 - 159.61,97.80,1.69%,Exxon Mobil Corporation,us_market,800,0,"4,166,763,453",US,4166763453.0,650515120128.0,34.959568,EQUITY,True,97.8,-0.021865832,,0.02605354,36.60,15,-3.49,2,1777638600.0,156.89,15.55,4.12,8.58504,0.5963189,36.600746,700,154.3,2.64%,18.185122,NYSE,20225591,62.07,,-3.4900055,CLOSED,62.069,156.49,156.49,1777638600.0,6.7,156.15,4.00,97.80 - 159.61,2.64,140.57,7.20,0.23700383,2026-03-09T20:00,1.68696,America/New_York,,NYQ,800,153.0,23.301493,2.59,153.00,23.30,153.53,2026-05-01T08:30,,False,False,8.59,156.28,Equity,,23.434M,156.89,2026-01-30T08:30,Exxon Mobil Corporation,58.319992,2026-01-30,6.70,20.226M,finmb_406338,58.32,LOW,2026-05-01,,153.0 - 156.89,156.12,1769783400.0,21.68517,en-US,EDT,,18.19,2.61%,,7:59PM EDT,0.11064,4.12,-2.19%,2026-05-01T08:30,156.28,1773446399.0,USD,XOM,4:00PM EDT,2026-05-01,-14400000,140.5676,0.37,700,800,2.59,30.62%,7.19939,153.53,"20,225,591",154.30,1769783400.0,1769779800.0,700.0,159.61,,15.552399,17491781,"23,433,930",0.30623308,4.167B,0.37001038,159.61,59.63%,119.52,2.3 - Buy,2026-01-30T14:30,-252322200000,2026-01-30,2026-01-30,2.5152652,156.12,21.69,False,17.492M,1773100800.0,Delayed Quote,2026-01-30T14:30,"17,491,781",4.0,2.52,119.51925,"650,515,120,128",153.00 - 156.89,True,11.06%,1773432021,2026-03-09,Exxon Mobil
69.80,,4150680,630.942B,CNY,-0.89%,52.3 - 87.68,52.30,1.11%,Tencent Holding Ltd.,us_market,866,0,"9,021,189,716",US,9021189716.0,630942072832.0,-0.8883774,EQUITY,False,52.3,-0.20232661,,0.061139226,-4.86,15,-17.74,2,1773837000.0,70.92,-3.11,0.57,4.692448,0.33728495,-4.861847,542,70.49,0.82%,14.9048,OTC Markets OTCPK,2975033,18.79,,-17.739998,CLOSED,18.789736,,,1773837000.0,3.24,69.8,4.23,52.30 - 87.68,0.82,73.05,28.66,,2025-06-15T20:00,1.1132056,America/New_York,,PNK,866,69.77,21.58642,0.77,69.77,21.59,69.17,2026-03-18T08:30,,False,False,4.69,69.8,Equity,,4.151M,70.92,2026-03-18T08:30,Tencent Holdings Limited,17.640003,2026-03-18,3.24,2.975M,finmb_11042136,17.64,LOW,2026-03-18,,69.77 - 70.92,69.94,1773835200.0,2.4400797,en-US,EDT,,14.90,6.11%,,,-0.04263648,0.57,-20.23%,2026-03-18T08:30,69.80,,USD,TCEHY,4:00PM EDT,2026-03-18,-14400000,73.0548,,542,866,0.7700043,-6.50%,28.663,69.17,"2,975,033",70.49,1773835200.0,1773837000.0,542.0,87.68,,-3.1147995,658717,"4,150,680",-0.06499635,9.021B,,87.68,33.73%,74.80,,2026-03-18T12:00,1262701800000,2026-03-18,2026-03-18,3.7222452,69.94,2.44,False,"658,717",1750032000.0,Delayed Quote,2026-03-18T12:00,"658,717",4.229,3.72,74.80185,"630,942,072,832",69.77 - 70.92,False,-4.26%,1773432000,2025-06-15,Tencent
69.93,,8580,630.852B,CNY,-0.26%,53.2 - 89.1,53.20,0.45%,Tencent Holding Ltd.,us_market,100,0,"9,021,189,716",US,9021189716.0,630851829760.0,-0.2578795,EQUITY,False,53.2,-0.2151515,,0.06074404,-4.94,15,-19.17,2,1773864000.0,70.10,-3.44,0.57,3.52,0.31447366,-4.943901,900,70.1,0.82%,19.866478,OTC Markets OTCPK,21206,18.79,,-19.169998,CLOSED,18.789736,,,1773864000.0,3.24,69.93,4.23,53.20 - 89.10,0.82,73.37,,,2019-05-30T20:00,0.44527084,America/New_York,,PNK,100,69.93,21.583334,0.31,69.93,21.58,69.62,2026-03-18T16:00,,False,False,3.52,69.92,Equity,,"8,580",70.1,2026-03-18T16:00,Tencent Holdings Limited,16.73,2026-03-18,3.24,"21,206",finmb_11042136,16.73,LOW,2026-03-18,,69.93 - 70.1,69.93,1773835200.0,,en-US,EDT,,19.87,6.07%,,,-0.046914224,0.57,-21.52%,2026-03-18T16:00,69.92,,USD,TCTZF,4:00PM EDT,2026-03-18,-14400000,73.3722,,900,100,0.30999756,-6.60%,,69.62,"21,206",70.10,1773835200.0,1773864000.0,900.0,89.10,,-3.4421997,1100,"8,580",-0.0660297,9.021B,,89.1,31.45%,74.87,,2026-03-18T12:00,1212154200000,2026-03-18,2026-03-18,3.7217128,69.93,,False,"1,100",1559260800.0,Delayed Quote,2026-03-18T12:00,"1,100",4.229,3.72,74.8739,"630,851,829,760",69.93 - 70.10,False,-4.69%,1773432000,2019-05-30,
307.10,-0.06%,7207130,592.178B,USD,-8.38%,299.0 - 375.51,299.00,0.21%,Visa Inc.,us_market,880,0,"1,681,093,942",US,1681093942.0,592178118656.0,-8.384395,EQUITY,True,299.0,-0.18207237,,0.00822186,-34.00,15,-68.37,2,1777406400.0,310.35,-20.40,2.68,14.53003,0.027224129,-34.00119,120,307.59,0.87%,21.138292,NYSE,7768985,20.03,,-68.369995,CLOSED,20.034,306.96,306.96,1777406400.0,10.66,307.1,2.52,299.00 - 375.51,0.87,327.54,12.85,-0.058612745,2026-03-01T19:00,0.208814,America/New_York,,NYQ,880,306.4201,28.812384,0.64,306.42,28.81,306.5,2026-04-28T16:00,,False,False,14.53,306.9,Equity,,7.207M,310.35,2026-01-29T16:00,Visa Inc.,8.140015,2026-01-29,10.66,7.769M,finmb_38043467,8.14,LOW,2026-04-28,,306.4201 - 310.35,307.14,1769724000.0,23.896332,en-US,EDT,,21.14,0.82%,,8:00PM EDT,-0.06228874,2.68,-18.21%,2026-04-28T16:00,306.90,1773446400.0,USD,V,4:00PM EDT,2026-04-28,-14400000,327.5422,-0.18,120,880,0.640015,-9.97%,12.85302,306.50,"7,768,985",307.59,1769724000.0,1769720400.0,120.0,375.51,,-20.402191,4811656,"7,207,130",-0.099668965,1.681B,-0.1800232,375.51,2.72%,341.14,1.3 - Strong Buy,2026-01-29T22:00,1205933400000,2026-01-29,2026-01-29,15.330937,307.14,23.90,False,4.812M,1772409600.0,Delayed Quote,2026-01-29T22:00,"4,811,656",2.52,15.33,341.1412,"592,178,118,656",306.42 - 310.35,True,-6.23%,1773432002,2026-03-01,Visa
241.93,-0.00%,8367440,582.039B,USD,48.64%,141.5 - 251.71,141.50,-0.21%,Johnson & Johnson,us_market,100,0,"2,409,898,936",US,2409898936.0,582038847488.0,48.6367,EQUITY,True,141.5,-0.040483106,,0.021236159,49.49,15,-10.19,2,1776169800.0,245.59,11.28,5.20,12.56338,0.7068552,49.48535,200,244.21,2.15%,19.224127,NYSE,8856035,33.87,,-10.190002,CLOSED,33.865,241.51,241.51,1776169800.0,11.04,241.93,5.14,141.50 - 251.71,2.15,230.24,11.53,-0.004144487,2026-03-09T20:00,-0.214836,America/New_York,,NYQ,100,241.51,21.876812,-0.52,241.51,21.88,242.04,2026-04-14T08:30,,False,False,12.56,242.04,Equity,,8.367M,245.5899,2026-04-14T08:30,Johnson & Johnson,100.020004,2026-04-14,11.04,8.856M,finmb_139677,100.02,LOW,2026-04-14,,241.51 - 245.5899,241.52,1776169800.0,20.93865,en-US,EDT,,19.22,2.12%,,7:59PM EDT,0.048996035,5.2,-4.05%,2026-04-14T08:30,242.04,1773446370.0,USD,JNJ,4:00PM EDT,2026-04-14,-14400000,230.2392,-0.01,200,100,-0.519989,25.77%,11.53465,242.04,"8,856,035",244.21,1776169800.0,1776169800.0,200.0,251.71,,11.2808075,6414884,"8,367,440",0.25768968,2.41B,-0.010009766,251.71,70.69%,192.03,2.1 - Buy,2026-04-14T12:30,-252322200000,2026-04-14,2026-04-14,7.131847,241.52,20.94,False,6.415M,1773100800.0,Nasdaq Real Time Price,2026-04-14T12:30,"6,414,884",5.14,7.13,192.03465,"582,038,847,488",241.51 - 245.59,False,4.90%,1773432002,2026-03-09,
"1,347.41",-0.21%,1645920,528.397B,EUR,85.06%,578.51 - 1547.22,578.51,-0.44%,ASML Holding N.V. - New York Re,us_market,3,0,"385,417,665",US,385417665.0,528396845056.0,85.06429,EQUITY,True,578.51,-0.13025299,,0.005549061,337.63,15,-201.53,2,1776256200.0,"1,386.50",-18.61,8.79,43.210957,1.3261307,337.63324,1,1367.37,0.65%,31.142332,NasdaqGS,1722456,58.62,,-201.53003,CLOSED,58.622707,"1,342.90",1342.9,1776256200.0,28.53,1347.41,7.50,"578.51 - 1,547.22",0.65,"1,364.30",29.69,-0.20732242,2026-05-04T20:00,-0.435787,America/New_York,,NMS,3,1342.5,47.16754,-5.89,"1,342.50",47.17,1351.58,2026-04-15T08:30,,False,True,43.21,1342.33,Equity,,1.646M,1386.5,2026-04-15T08:30,ASML Holding N.V.,767.17993,2026-01-28,28.53,1.722M,finmb_388904,767.18,HIGH,2026-04-15,,1342.5 - 1386.5,"1,345.69",1769608800.0,45.32215,en-US,EDT,,31.14,0.55%,,7:59PM EDT,-0.013639185,8.79,-13.03%,2026-04-15T08:30,"1,342.33",1773446362.0,USD,ASML,4:00PM EDT,2026-04-15,-14400000,1364.2979,-2.79,1,3,-5.89001,33.49%,29.69166,"1,351.58","1,722,456","1,367.37",1769608800.0,1776256200.0,1.0,"1,547.22",,-18.60791,1177097,"1,645,920",0.33493477,385.418M,-2.789917,1547.22,132.61%,"1,008.06",1.5 - Buy,2026-01-28T14:00,795277800000,2026-04-15,2026-01-28,22.955097,1345.69,45.32,False,1.177M,1777939200.0,Nasdaq Real Time Price,2026-01-28T14:00,"1,177,097",7.5,22.96,1008.0567,"528,396,845,056","1,342.50 - 1,386.50",False,-1.36%,1773432002,2026-05-04,ASML Holding
"1,360.26",,550,524.319B,EUR,84.13%,585.54 - 1545.5,585.54,-1.69%,ASML Holding N.V.,us_market,1,0,"385,417,665",US,385417665.0,524319424512.0,84.1309,EQUITY,False,585.54,-0.13992883,,0.005546886,321.79,15,-216.26,2,1776283200.0,"1,365.48",-33.21,8.84,,1.2701097,321.79395,1,1365.48,0.66%,,OTC Markets OTCPK,1383,58.62,,-216.26001,CLOSED,58.622707,,,1776283200.0,28.58,1360.26,7.50,"585.54 - 1,545.50",0.66,"1,362.45",,,2018-05-08T20:00,-1.6914301,America/New_York,,PNK,1,1345.62,46.509445,-22.87,"1,345.62",46.51,1352.11,2026-04-15T16:00,,False,False,,1329.51,Equity,,550,1365.48,2026-04-15T16:00,ASML Holding N.V.,743.7,2026-01-28,28.58,"1,383",finmb_388904,743.70,LOW,2026-04-15,,1345.62 - 1365.48,"1,329.24",1769608800.0,,en-US,EDT,,,0.55%,,,-0.024378238,8.84,-13.99%,2026-04-15T16:00,"1,329.51",,USD,ASMLF,4:00PM EDT,2026-04-15,-14400000,1362.4542,,1,1,-22.869995,31.94%,,"1,352.11","1,383","1,365.48",1769608800.0,1776283200.0,1.0,"1,545.50",,-33.214233,2,550,0.31941557,385.418M,,1545.5,127.01%,"1,007.45",,2026-01-28T14:00,1363613400000,2026-04-15,2026-01-28,22.67449,1329.24,,False,2,1525824000.0,Delayed Quote,2026-01-28T14:00,2,7.5,22.67,1007.44604,"524,319,424,512","1,345.62 - 1,365.48",False,-2.44%,1773432000,2018-05-08,
426.48,-0.27%,32598270,479.613B,USD,293.12%,61.54 - 455.5,61.54,5.13%,"Micron Technology, Inc.",us_market,3,0,"1,125,509,261",US,1125509261.0,479613255680.0,293.12384,EQUITY,True,61.54,-0.06447858,,0.0011348218,204.79,15,-29.37,2,1773864000.0,429.35,40.93,0.46,49.83572,5.9244394,204.7922,1,413.75,0.11%,8.550694,NasdaqGS,34895085,52.23,,-29.369995,CLOSED,52.226,425.00,424.9981,1773864000.0,10.53,426.48,0.46,61.54 - 455.50,0.11,385.20,35.73,-0.26562247,2026-01-13T19:00,5.12643,America/New_York,,NMS,3,413.0,40.46819,20.78,413.00,40.47,405.35,2026-03-18T16:00,,False,True,49.84,425.67,Equity,,32.598M,429.35,2026-03-18T16:00,"Micron Technology, Inc.",364.59,2026-03-18,10.53,34.895M,finmb_289030,364.59,HIGH,2026-03-18,,413.0 - 429.35,426.13,1773865800.0,11.927263,en-US,EDT,,8.55,0.11%,,7:59PM EDT,0.1062513,0.46,-6.45%,2026-03-18T16:00,425.67,1773446399.0,USD,MU,4:00PM EDT,2026-03-18,-14400000,385.2018,-1.13,1,3,20.78,92.52%,35.72739,405.35,"34,895,085",413.75,1773865800.0,1773864000.0,1.0,455.50,,40.928192,39072307,"32,598,270",0.9252473,1.126B,-1.131897,455.5,592.44%,221.34,1.6 - Buy,2026-03-18T20:30,454944600000,2026-03-18,2026-03-18,8.159346,426.13,11.93,False,39.072M,1768348800.0,Nasdaq Real Time Price,2026-03-18T20:30,"39,072,307",0.46,8.16,221.3378,"479,613,255,680",413.00 - 429.35,False,10.63%,1773432000,2026-01-13,Micron Technology
46.72,0.06%,50342940,341.173B,USD,13.73%,33.07 - 57.55,33.07,-0.87%,Bank of America Corporation,us_market,"3,800",0,"7,176,682,170",US,7176682170.0,341172617216.0,13.730693,EQUITY,True,33.07,-0.18818416,,0.022915341,-3.87,15,-10.83,2,1776256200.0,47.82,-6.09,1.12,4.95452,0.41276085,-3.8739471,"4,000",47.52,2.40%,9.429773,NYSE,41057678,38.44,,-10.829998,CLOSED,38.441,46.75,46.75,1776256200.0,3.81,46.72,1.08,33.07 - 57.55,2.4,52.81,4.34,0.064209715,2026-03-26T20:00,-0.869934,America/New_York,,NYQ,"3,800",46.655,12.262467,-0.41,46.65,12.26,47.13,2026-04-15T08:30,,False,False,4.95,46.8,Equity,,50.343M,47.8201,2026-04-15T08:30,Bank of America Corporation,13.650002,2026-04-15,3.81,41.058M,finmb_19049,13.65,LOW,2026-04-15,,46.655 - 47.8201,46.72,1776256200.0,10.776947,en-US,EDT,,9.43,2.29%,,7:59PM EDT,-0.115268774,1.12,-18.82%,2026-04-15T08:30,46.80,1773446398.0,USD,BAC,4:00PM EDT,2026-04-15,-14400000,52.807,0.03,"4,000",3800,-0.41,-7.66%,4.33518,47.13,"41,057,678",47.52,1776256200.0,1776256200.0,4000.0,57.55,,-6.086998,33340859,"50,342,940",-0.07656938,7.177B,0.02999878,57.55,41.28%,50.59,1.6 - Buy,2026-04-15T12:30,99153000000,2026-04-15,2026-04-15,1.215369,46.72,10.78,False,33.341M,1774569600.0,Delayed Quote,2026-04-15T12:30,"33,340,859",1.08,1.22,50.59395,"341,172,617,216",46.65 - 47.82,False,-11.53%,1773432002,2026-03-26,Bank of America
